DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,SERIES_NAME:Series Name,SERIES_YEAR:Series Year,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REGIONAL_GROUP:Regional group,COUNTRY_NOTES:Country notes,CONNECTION:Connection,DEATH_CATEGORY:Death category,CATEGORY:Category,OBS_STATUS:Observation Status,UNIT_MEASURE:Unit of measure,SERIES_CATEGORY:Series Category,SERIES_TYPE:Series Type,STD_ERR:Standard Error,REF_DATE:Reference Date,AGE_GROUP_OF_WOMEN:Age Group of Women,TIME_SINCE_FIRST_BIRTH:Time Since First Birth,DEFINITION:Definition,INTERVAL:Interval,SERIES_METHOD:Series Method,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STATUS:Status,YEAR_TO_ACHIEVE:Year to achieve,MODEL:Model Used
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1991-06,11.54059,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1991.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1992-06,10.6094,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1992.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1993-06,9.753347,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1993.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1994-06,9.028782,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1994.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1995-06,8.358043,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1995.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1996-06,7.737133,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1996.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1997-06,7.162349,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1997.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1998-06,6.564502,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1998.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,1999-06,6.016558,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1999.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2000-06,5.649638,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2000.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2001-06,5.305095,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2001.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2002-06,5.060428,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2002.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2003-06,5.122679,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2003.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2004-06,4.683987,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2004.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2005-06,4.129124,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2005.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2006-06,3.827543,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2006.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2007-06,3.504996,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2007.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2008-06,3.357011,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2008.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2009-06,3.153948,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2009.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2010-06,3.234584,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2010.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2011-06,3.046127,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2011.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2012-06,2.91228,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2012.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2013-06,2.942014,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2013.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2014-06,2.995785,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2014.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1070: National Life Table 1970-2015 (Life Table),0: 0,2015-06,2.717366,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,2015.5,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1974-10,27,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1974.8,Y45T49: 45 to 49 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1977-11,21,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1977.9,Y40T44: 40 to 44 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1980-03,15,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1980.2,Y35T39: 35 to 39 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1981-11,11,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1981.9,Y30T34: 30 to 34 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1983-05,8,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1983.4,Y25T29: 25 to 29 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,281: Census 1985 (Indirect),1985: 1985,1984-05,8,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",CEN: Census,ID: Indirect,,1984.4,Y20T24: 20 to 24 years old,,,,SBH: Survey/Census with Summary Birth Histories,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1144: National life table 0 (Life Table),0: 0,1979-01,36,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",OTH: Others,LT: Life Table,,1979.0,,,,,OTH: Others,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1980-06,3.94443,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06959615,1980.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1983-06,4.089435,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.07328882,1983.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1984-06,4.108927,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.07481877,1984.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1985-06,3.975254,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.07506337,1985.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1986-06,3.379698,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.0704737,1986.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1987-06,2.895177,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06609145,1987.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1988-06,2.622228,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06329327,1988.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1989-06,2.684413,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06398572,1989.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1990-06,2.366378,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.05969187,1990.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1991-06,2.73165,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06354798,1991.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1992-06,3.068311,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06679125,1992.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1993-06,3.111299,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06693909,1993.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1994-06,3.101829,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06684133,1994.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1995-06,2.755016,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06335982,1995.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1996-06,2.833746,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06502041,1996.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1997-06,2.463295,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.06162782,1997.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1998-06,2.222483,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.0597027,1998.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1999-06,4.620518,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08800965,1999.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2000-06,4.820252,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08677901,2000.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2001-06,5.263049,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.09695055,2001.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2002-06,5.07411,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.101051,2002.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2003-06,5.355988,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.1040163,2003.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2004-06,4.848104,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.1008198,2004.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2005-06,4.221831,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.09809867,2005.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2006-06,4.063466,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.09484074,2006.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2007-06,3.801542,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.0874741,2007.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2008-06,3.444156,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08598026,2008.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2009-06,3.247906,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08544673,2009.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2010-06,3.444979,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08559835,2010.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2011-06,3.179848,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.082143,2011.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2012-06,3.060076,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.07946882,2012.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2013-06,2.939093,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08206102,2013.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2014-06,3.094298,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08429841,2014.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2015-06,2.81197,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08008666,2015.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,KOR: Republic of Korea,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,2016-06,2.814109,,,,,,EX: Excluded from IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.08322955,2016.5,,,,1,VR: Vital Registration,,,,,
